substrate,rule,donor_id,intervention,eta_multiplier,epsilon_multiplier,death_count,success_count,success_rate,observer_success_counts,observer_success_rates,n
eca,22,eca-22-4-36,intact,0,2,1,3,0.75,"{""multiscale"": 0, ""primary"": 3, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.75, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,intact,1,0,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,intact,1,1,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,intact,1,2,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,intact,2,0,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,intact,2,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,intact,2,2,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,0,0,0,4,1.0,"{""multiscale"": 0, ""primary"": 4, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 1.0, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,0,1,0,3,0.75,"{""multiscale"": 0, ""primary"": 3, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.75, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,0,2,0,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,1,0,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,1,1,0,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,1,2,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,2,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,2,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,22,eca-22-4-36,structured_half,2,2,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,0,0,0,4,1.0,"{""multiscale"": 0, ""primary"": 4, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 1.0, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,0,1,0,4,1.0,"{""multiscale"": 0, ""primary"": 4, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 1.0, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,0,2,0,4,1.0,"{""multiscale"": 0, ""primary"": 4, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 1.0, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,1,0,0,3,0.75,"{""multiscale"": 0, ""primary"": 3, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.75, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,1,1,0,3,0.75,"{""multiscale"": 0, ""primary"": 3, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.75, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,1,2,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,2,0,0,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,2,1,0,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,intact,2,2,0,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,0,0,4,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,0,1,2,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,0,2,2,3,0.75,"{""multiscale"": 0, ""primary"": 3, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.75, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,1,0,0,3,0.75,"{""multiscale"": 0, ""primary"": 3, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.75, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,1,1,1,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,1,2,0,3,0.75,"{""multiscale"": 0, ""primary"": 3, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.75, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,2,0,0,4,1.0,"{""multiscale"": 0, ""primary"": 4, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 1.0, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,2,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,22,eca-22-7-39,structured_half,2,2,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,0,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,0,1,0,3,0.75,"{""multiscale"": 0, ""primary"": 3, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.75, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,0,2,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,1,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,1,1,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,1,2,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,2,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,2,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,intact,2,2,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,0,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,0,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,0,2,0,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,1,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,1,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,1,2,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,2,0,0,2,0.5,"{""multiscale"": 0, ""primary"": 2, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.5, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,2,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-9-25,structured_half,2,2,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,0,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,0,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,0,2,0,1,0.25,"{""multiscale"": 0, ""primary"": 1, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.25, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,1,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,1,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,1,2,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,2,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,2,1,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,intact,2,2,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
eca,30,eca-30-0-48,structured_half,0,0,0,0,0.0,"{""multiscale"": 0, ""primary"": 0, ""raw4"": 0}","{""multiscale"": 0.0, ""primary"": 0.0, ""raw4"": 0.0}",4
