substrate,rule,donor_id,donor_kind,intervention,eta_multiplier,epsilon_multiplier,death_count,success_count,success_rate,observer_success_counts,observer_success_rates,n
life,2060,life-2060-1-1,maintainer,structured_half,1,0,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,2060,life-2060-1-1,maintainer,structured_half,1,1,3,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,2060,life-2060-1-1,maintainer,structured_half,1,2,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,2060,life-2060-1-1,maintainer,structured_half,2,0,2,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
life,2060,life-2060-1-1,maintainer,structured_half,2,1,3,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,2060,life-2060-1-1,maintainer,structured_half,2,2,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,intact,0,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,intact,0,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,2060,life-2060-2-2,maintainer,intact,0,2,1,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,intact,1,0,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,intact,1,1,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,intact,1,2,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,intact,2,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,2060,life-2060-2-2,maintainer,intact,2,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 2}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.5}",4
life,2060,life-2060-2-2,maintainer,intact,2,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,2060,life-2060-2-2,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,structured_half,0,1,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,structured_half,0,2,3,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,structured_half,1,0,2,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,structured_half,1,1,0,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,structured_half,1,2,2,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,structured_half,2,0,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.25}",4
life,2060,life-2060-2-2,maintainer,structured_half,2,1,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,2060,life-2060-2-2,maintainer,structured_half,2,2,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,0,1,4,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,0,2,3,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,1,0,2,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,1,1,3,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,1,2,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,2,0,2,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,2,1,1,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,intact,2,2,1,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.25}",4
life,18444,life-18444-5-5,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,structured_half,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,structured_half,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,structured_half,1,0,3,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,structured_half,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,structured_half,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,structured_half,2,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,structured_half,2,1,3,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
life,18444,life-18444-5-5,maintainer,structured_half,2,2,3,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,intact,0,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,intact,0,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,intact,0,2,1,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,intact,1,0,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.25}",4
life,18444,life-18444-6-6,maintainer,intact,1,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,intact,1,2,2,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,intact,2,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,intact,2,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,intact,2,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,structured_half,0,0,0,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,structured_half,0,1,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,structured_half,0,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,18444,life-18444-6-6,maintainer,structured_half,1,0,1,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,structured_half,1,1,2,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,structured_half,1,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,structured_half,2,0,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.25}",4
life,18444,life-18444-6-6,maintainer,structured_half,2,1,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18444,life-18444-6-6,maintainer,structured_half,2,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,intact,0,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 4}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 1.0}",4
life,18470,life-18470-5-5,maintainer,intact,0,1,1,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,intact,0,2,3,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,intact,1,0,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,intact,1,1,2,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.25}",4
life,18470,life-18470-5-5,maintainer,intact,1,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,18470,life-18470-5-5,maintainer,intact,2,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,18470,life-18470-5-5,maintainer,intact,2,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,intact,2,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,structured_half,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,structured_half,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,structured_half,1,0,3,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,18470,life-18470-5-5,maintainer,structured_half,1,1,2,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,structured_half,1,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,18470,life-18470-5-5,maintainer,structured_half,2,0,1,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,structured_half,2,1,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18470,life-18470-5-5,maintainer,structured_half,2,2,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18470,life-18470-6-6,maintainer,intact,0,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 4}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 1.0}",4
life,18470,life-18470-6-6,maintainer,intact,0,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 2}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.5}",4
life,18470,life-18470-6-6,maintainer,intact,0,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 2}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.5}",4
life,18470,life-18470-6-6,maintainer,intact,1,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,18470,life-18470-6-6,maintainer,intact,1,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 2}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.5}",4
life,18470,life-18470-6-6,maintainer,intact,1,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-6-6,maintainer,intact,2,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 3}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.75}",4
life,18470,life-18470-6-6,maintainer,intact,2,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 2}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.5}",4
life,18470,life-18470-6-6,maintainer,intact,2,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,18470,life-18470-6-6,maintainer,structured_half,0,0,4,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-6-6,maintainer,structured_half,0,1,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18470,life-18470-6-6,maintainer,structured_half,0,2,2,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,18470,life-18470-6-6,maintainer,structured_half,1,0,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.25}",4
life,18470,life-18470-6-6,maintainer,structured_half,1,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,18470,life-18470-6-6,maintainer,structured_half,1,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 4}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 1.0}",4
life,18470,life-18470-6-6,maintainer,structured_half,2,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,18470,life-18470-6-6,maintainer,structured_half,2,1,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,18470,life-18470-6-6,maintainer,structured_half,2,2,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,84020,life-84020-5-5,maintainer,intact,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,intact,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,intact,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,intact,1,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,intact,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,intact,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,intact,2,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,intact,2,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,intact,2,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,1,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,2,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,2,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-5-5,maintainer,structured_half,2,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,intact,0,0,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,intact,0,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,84020,life-84020-6-6,maintainer,intact,0,2,1,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 2}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.5}",4
life,84020,life-84020-6-6,maintainer,intact,1,0,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.25}",4
life,84020,life-84020-6-6,maintainer,intact,1,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,84020,life-84020-6-6,maintainer,intact,1,2,1,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 2}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.5}",4
life,84020,life-84020-6-6,maintainer,intact,2,0,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,intact,2,1,0,4,1.0,"{""components"": 0, ""primary"": 4, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 1.0, ""terminal2x2"": 0.25}",4
life,84020,life-84020-6-6,maintainer,intact,2,2,0,3,0.75,"{""components"": 0, ""primary"": 3, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.75, ""terminal2x2"": 0.25}",4
life,84020,life-84020-6-6,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,structured_half,0,1,4,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,structured_half,0,2,4,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,structured_half,1,0,3,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,structured_half,1,1,2,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,structured_half,1,2,3,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,structured_half,2,0,2,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,84020,life-84020-6-6,maintainer,structured_half,2,1,1,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.0}",4
