cell,candidate,branch_half,matrix_id,up_minus_down,up_minus_noop,noop_minus_down,random_minus_noop
c02_A,02,A,34,0.0125,0.0125,0.0,0.00625
c02_A,02,A,35,0.0625,0.06875,-0.00625,0.04375
c02_A,02,A,36,0.13125,0.06875,0.0625,-0.04375
c02_A,02,A,37,0.20625,0.06875,0.1375,0.05
c02_A,02,A,38,0.0,0.0,0.0,0.0
c02_A,02,A,39,0.14375,0.075,0.06875,0.03125
c02_A,02,A,40,0.09375,-0.0375,0.13125,-0.04375
c02_A,02,A,41,0.0875,0.0625,0.025,-0.025
c02_A,02,A,42,0.1875,0.04375,0.14375,0.0875
c02_A,02,A,43,0.2,0.0875,0.1125,-0.00625
c02_A,02,A,44,0.2,0.125,0.075,0.0375
c02_A,02,A,45,0.14375,-0.0875,0.23125,0.0125
c02_A,02,A,46,0.16875,0.0625,0.10625,-0.125
c02_A,02,A,47,0.1375,0.05,0.0875,0.05625
c02_A,02,A,48,0.05,0.03125,0.01875,0.01875
c02_A,02,A,49,0.075,0.00625,0.06875,-0.04375
c02_A,02,A,50,0.00625,-0.00625,0.0125,0.0
c02_A,02,A,51,0.2125,-0.01875,0.23125,0.04375
c02_A,02,A,52,0.15625,0.075,0.08125,-0.05625
c02_A,02,A,53,0.15,0.05,0.1,0.025
c02_A,02,A,54,0.1375,0.08125,0.05625,0.0125
c02_A,02,A,55,0.25,0.01875,0.23125,0.025
c02_A,02,A,56,-0.00625,0.025,-0.03125,0.0
c02_A,02,A,57,0.15,0.04375,0.10625,0.04375
c02_A,02,A,58,0.025,0.00625,0.01875,-0.0125
c02_A,02,A,59,0.05625,-0.05,0.10625,-0.16875
c02_A,02,A,60,0.21875,-0.05625,0.275,-0.01875
c02_A,02,A,61,0.0625,0.025,0.0375,0.0625
c02_A,02,A,62,0.0125,0.00625,0.00625,0.00625
c02_A,02,A,63,0.19375,-0.03125,0.225,-0.06875
c02_A,02,A,64,0.3125,0.05,0.2625,0.04375
c02_A,02,A,65,0.2125,0.0625,0.15,0.01875
c02_A,02,A,66,0.09375,0.03125,0.0625,-0.0125
c02_A,02,A,67,0.1125,0.0875,0.025,0.025
c02_A,02,A,68,0.21875,0.1375,0.08125,0.03125
c02_A,02,A,69,0.09375,0.03125,0.0625,0.00625
c02_A,02,A,70,0.1625,0.06875,0.09375,-0.0125
c02_A,02,A,71,0.075,0.1,-0.025,0.1125
c02_A,02,A,72,0.26875,0.15,0.11875,-0.03125
c02_A,02,A,73,0.15,0.04375,0.10625,0.025
c02_A,02,A,74,0.03125,-0.0875,0.11875,-0.1375
c02_A,02,A,75,0.0875,0.08125,0.00625,0.0625
c02_A,02,A,76,-0.00625,0.0,-0.00625,0.0
c02_A,02,A,77,0.0875,0.11875,-0.03125,0.05
c02_A,02,A,78,0.09375,0.0,0.09375,-0.01875
c02_A,02,A,79,0.025,0.0,0.025,-0.0125
c02_A,02,A,80,0.075,0.01875,0.05625,-0.04375
c02_A,02,A,81,0.0,0.0,0.0,0.0
c02_A,02,A,82,0.34375,0.1375,0.20625,0.03125
c02_A,02,A,83,0.28125,0.0125,0.26875,-0.15
c02_A,02,A,84,0.0,0.0,0.0,-0.00625
c02_A,02,A,85,0.1625,0.0625,0.1,0.00625
c02_A,02,A,86,0.08125,-0.03125,0.1125,-0.04375
c02_A,02,A,87,0.3,0.00625,0.29375,-0.125
c02_A,02,A,88,0.125,0.0625,0.0625,0.04375
c02_A,02,A,89,0.06875,0.0875,-0.01875,0.06875
c02_A,02,A,90,0.0875,0.05,0.0375,-0.025
c02_A,02,A,91,0.0375,0.00625,0.03125,-0.03125
c02_A,02,A,92,0.23125,0.025,0.20625,-0.03125
c02_A,02,A,93,0.05625,0.0125,0.04375,-0.0125
c02_A,02,A,94,-0.00625,0.0,-0.00625,0.0
c02_A,02,A,95,0.0375,-0.00625,0.04375,0.0375
c02_A,02,A,96,0.01875,-0.00625,0.025,-0.0125
c02_A,02,A,97,0.0,0.0,0.0,0.0
c02_A,02,A,98,0.3375,0.05,0.2875,-0.11875
c02_A,02,A,99,0.0,0.00625,-0.00625,-0.04375
c02_A,02,A,100,0.2,0.09375,0.10625,-0.0625
c02_A,02,A,101,0.19375,0.025,0.16875,-0.08125
c02_A,02,A,102,0.1125,-0.01875,0.13125,-0.03125
c02_A,02,A,103,0.23125,0.18125,0.05,0.09375
c02_A,02,A,104,0.0625,0.04375,0.01875,-0.00625
c02_A,02,A,105,0.3125,0.15,0.1625,0.0375
c02_A,02,A,106,0.25,0.06875,0.18125,-0.10625
c02_A,02,A,107,0.13125,0.0375,0.09375,-0.06875
c02_A,02,A,108,0.1875,0.08125,0.10625,-0.00625
c02_A,02,A,109,0.15,0.00625,0.14375,0.01875
c02_A,02,A,110,-0.025,0.03125,-0.05625,0.0375
c02_A,02,A,111,0.1625,0.05625,0.10625,0.05625
c02_A,02,A,112,0.26875,0.06875,0.2,0.04375
c02_A,02,A,113,0.25,-0.01875,0.26875,-0.0125
c02_A,02,A,114,-0.0125,0.00625,-0.01875,-0.01875
c02_A,02,A,115,0.3,0.0875,0.2125,0.025
c02_A,02,A,116,0.0375,-0.05,0.0875,-0.05625
c02_A,02,A,117,0.23125,0.08125,0.15,-0.01875
c02_A,02,A,118,0.10625,0.08125,0.025,0.0625
c02_A,02,A,119,0.1,0.05,0.05,-0.05625
c02_A,02,A,120,0.0,0.0125,-0.0125,0.0
c02_A,02,A,121,0.15625,0.025,0.13125,0.0125
c02_A,02,A,122,0.0625,-0.025,0.0875,-0.0625
c02_A,02,A,123,0.09375,0.0625,0.03125,-0.0125
c02_A,02,A,124,-0.03125,-0.00625,-0.025,0.00625
c02_A,02,A,125,0.0,0.00625,-0.00625,0.0125
c02_A,02,A,126,0.1,0.03125,0.06875,0.03125
c02_A,02,A,127,0.0,0.0,0.0,0.0
c02_A,02,A,128,0.26875,0.03125,0.2375,0.0
c02_A,02,A,129,-0.09375,-0.00625,-0.0875,0.025
c02_A,02,A,130,0.21875,0.06875,0.15,-0.0125
c02_A,02,A,131,0.20625,0.1,0.10625,0.1125
c02_A,02,A,132,0.28125,0.125,0.15625,0.0375
c02_A,02,A,133,0.10625,0.05,0.05625,0.025
c02_A,02,A,134,0.13125,0.08125,0.05,0.09375
c02_A,02,A,135,0.0875,0.075,0.0125,-0.0375
c02_A,02,A,136,0.04375,0.05,-0.00625,0.10625
c02_A,02,A,137,0.08125,0.075,0.00625,0.05
c02_A,02,A,138,0.29375,0.0625,0.23125,-0.1125
c02_A,02,A,139,0.2875,0.1125,0.175,0.025
c02_A,02,A,140,0.11875,0.0625,0.05625,-0.01875
c02_A,02,A,141,0.0,0.0,0.0,0.0
c02_A,02,A,142,0.24375,0.06875,0.175,0.05
c02_A,02,A,143,0.0,0.0,0.0,0.0
c02_A,02,A,144,0.18125,0.15,0.03125,0.06875
c02_A,02,A,145,0.25,0.11875,0.13125,-0.08125
c02_A,02,A,146,0.2,0.06875,0.13125,0.01875
c02_A,02,A,147,0.1625,0.0875,0.075,0.125
c02_A,02,A,148,0.0125,0.0125,0.0,0.03125
c02_A,02,A,149,0.21875,0.03125,0.1875,-0.0125
c02_A,02,A,150,0.23125,0.08125,0.15,0.025
c02_A,02,A,151,0.25625,0.0875,0.16875,-0.03125
c02_A,02,A,152,0.15,0.08125,0.06875,0.00625
c02_A,02,A,153,0.16875,0.0625,0.10625,-0.0125
c02_A,02,A,154,0.0,0.0,0.0,0.0
c02_A,02,A,155,0.225,0.05,0.175,0.025
c02_A,02,A,156,0.19375,0.1,0.09375,0.06875
c02_A,02,A,157,0.1375,0.11875,0.01875,0.0375
c02_A,02,A,158,0.0,0.0,0.0,0.0
c02_A,02,A,159,0.325,0.08125,0.24375,-0.03125
c02_A,02,A,160,0.0625,0.0375,0.025,-0.00625
c02_A,02,A,161,0.125,0.1375,-0.0125,0.0625
c02_A,02,A,162,0.15625,0.13125,0.025,0.03125
c02_A,02,A,163,0.0125,0.00625,0.00625,-0.01875
c02_A,02,A,164,0.0,0.0,0.0,0.0
c02_A,02,A,165,0.20625,0.1,0.10625,0.01875
c02_A,02,A,166,0.025,-0.01875,0.04375,-0.0375
c02_A,02,A,167,0.0,0.0,0.0,0.0
c02_A,02,A,168,0.075,-0.03125,0.10625,-0.05625
c02_A,02,A,169,0.0125,0.10625,-0.09375,0.025
c02_A,02,A,170,0.14375,-0.03125,0.175,-0.13125
c02_A,02,A,171,0.18125,0.05625,0.125,0.025
c02_A,02,A,172,0.0,0.0,0.0,0.0
c02_A,02,A,173,0.175,0.0625,0.1125,0.00625
c02_A,02,A,174,0.15625,0.075,0.08125,0.025
c02_A,02,A,175,0.06875,-0.05,0.11875,-0.08125
c02_A,02,A,176,0.1375,0.0,0.1375,-0.01875
c02_A,02,A,177,0.00625,0.0375,-0.03125,0.01875
c02_A,02,A,178,0.275,0.14375,0.13125,0.00625
c02_A,02,A,179,0.0,0.00625,-0.00625,0.0
c02_A,02,A,180,0.15,-0.025,0.175,-0.05
c02_A,02,A,181,0.125,0.0125,0.1125,-0.03125
c02_A,02,A,182,-0.03125,-0.0125,-0.01875,-0.00625
c02_A,02,A,183,0.3125,0.125,0.1875,0.08125
c02_A,02,A,184,0.0875,0.125,-0.0375,0.125
c02_A,02,A,185,0.1,-0.0125,0.1125,-0.04375
c02_A,02,A,186,0.1625,0.1375,0.025,0.03125
c02_A,02,A,187,0.15,0.0875,0.0625,0.09375
c02_A,02,A,188,0.0,0.0,0.0,0.00625
c02_A,02,A,189,-0.00625,-0.0125,0.00625,-0.0375
c02_A,02,A,190,0.0,0.0,0.0,0.0
c02_A,02,A,191,-0.00625,0.0,-0.00625,0.0
c02_A,02,A,192,0.16875,0.11875,0.05,0.00625
c02_A,02,A,193,0.15,0.13125,0.01875,0.075
c02_A,02,A,194,0.20625,0.075,0.13125,0.03125
c02_A,02,A,195,0.0,0.0,0.0,0.0
c02_A,02,A,196,0.175,0.1125,0.0625,-0.01875
c02_A,02,A,197,-0.01875,0.00625,-0.025,0.01875
c02_A,02,A,198,0.13125,0.09375,0.0375,0.00625
c02_A,02,A,199,0.2625,0.0375,0.225,0.0625
c02_B,02,B,0,0.28125,0.025,0.25625,-0.0875
c02_B,02,B,1,0.2125,0.025,0.1875,-0.03125
c02_B,02,B,2,0.0625,0.05625,0.00625,0.0625
c02_B,02,B,3,0.05,0.01875,0.03125,-0.03125
c02_B,02,B,4,0.125,0.0,0.125,-0.00625
c02_B,02,B,5,0.025,-0.0125,0.0375,0.0
c02_B,02,B,6,0.11875,0.08125,0.0375,0.0
c02_B,02,B,7,0.175,0.1875,-0.0125,0.125
c02_B,02,B,8,0.0,-0.05625,0.05625,-0.04375
c02_B,02,B,9,0.15625,0.10625,0.05,0.0875
c02_B,02,B,10,0.3375,0.0625,0.275,-0.025
c02_B,02,B,11,-0.08125,-0.1,0.01875,0.075
c02_B,02,B,12,0.0375,0.01875,0.01875,-0.0125
c02_B,02,B,13,0.0125,0.01875,-0.00625,-0.00625
c02_B,02,B,14,0.0,0.0,0.0,0.0
c02_B,02,B,15,0.24375,0.1375,0.10625,-0.0375
c02_B,02,B,16,0.24375,0.20625,0.0375,0.13125
c02_B,02,B,17,0.2375,0.01875,0.21875,-0.05625
c02_B,02,B,18,0.29375,0.0875,0.20625,-0.00625
c02_B,02,B,19,0.28125,0.04375,0.2375,-0.0125
c02_B,02,B,20,0.04375,-0.05,0.09375,-0.0125
c02_B,02,B,21,0.0625,0.00625,0.05625,-0.025
c02_B,02,B,22,0.0,0.0,0.0,0.0
c02_B,02,B,23,0.05625,0.06875,-0.0125,0.0
c02_B,02,B,24,0.1125,0.03125,0.08125,-0.01875
c02_B,02,B,25,0.03125,0.01875,0.0125,-0.0125
c02_B,02,B,26,0.0875,0.06875,0.01875,0.0875
c02_B,02,B,27,0.0,-0.00625,0.00625,0.0
c02_B,02,B,28,0.14375,0.03125,0.1125,-0.0125
c02_B,02,B,29,0.06875,0.025,0.04375,0.03125
c02_B,02,B,30,0.08125,0.0125,0.06875,0.025
c02_B,02,B,31,0.20625,0.1,0.10625,-0.06875
c02_B,02,B,32,0.15625,0.0875,0.06875,-0.01875
c02_B,02,B,33,0.2,0.06875,0.13125,-0.00625
c02_B,02,B,34,0.075,0.03125,0.04375,0.08125
c02_B,02,B,35,0.15,0.075,0.075,-0.03125
c02_B,02,B,36,0.11875,0.025,0.09375,-0.0125
c02_B,02,B,37,0.05,-0.04375,0.09375,-0.05
c02_B,02,B,38,0.0,-0.00625,0.00625,-0.00625
c02_B,02,B,39,0.13125,0.11875,0.0125,-0.0375
c02_B,02,B,40,0.0625,0.04375,0.01875,0.06875
c02_B,02,B,41,0.18125,0.0875,0.09375,-0.09375
c02_B,02,B,42,0.0625,-0.05625,0.11875,-0.025
c02_B,02,B,43,0.13125,0.1,0.03125,-0.05
c02_B,02,B,44,0.11875,0.05625,0.0625,-0.04375
c02_B,02,B,45,0.0875,0.025,0.0625,-0.06875
c02_B,02,B,46,0.14375,0.0625,0.08125,-0.04375
c02_B,02,B,47,0.1375,-0.0875,0.225,-0.13125
c02_B,02,B,48,0.05,0.05625,-0.00625,0.01875
c02_B,02,B,49,0.025,0.1,-0.075,0.0375
c02_B,02,B,50,-0.0125,0.0,-0.0125,0.025
c02_B,02,B,51,0.2375,0.0125,0.225,0.025
c02_B,02,B,52,0.1875,0.04375,0.14375,-0.025
c02_B,02,B,53,0.16875,0.05625,0.1125,0.0375
c02_B,02,B,54,0.075,-0.025,0.1,-0.0625
c02_B,02,B,55,0.325,0.05625,0.26875,-0.05
c02_B,02,B,56,-0.0125,0.04375,-0.05625,0.01875
c02_B,02,B,57,0.225,0.13125,0.09375,0.06875
c02_B,02,B,58,-0.0125,0.04375,-0.05625,0.06875
c02_B,02,B,59,0.20625,0.05,0.15625,-0.0875
c02_B,02,B,60,0.15,0.0125,0.1375,0.1125
c02_B,02,B,61,0.175,0.00625,0.16875,-0.0375
c02_B,02,B,62,0.00625,0.00625,0.0,0.01875
c02_B,02,B,63,0.1375,0.01875,0.11875,0.0125
c02_B,02,B,64,0.3875,0.06875,0.31875,0.05
c02_B,02,B,65,0.20625,0.125,0.08125,0.06875
c02_B,02,B,66,0.06875,0.0375,0.03125,0.0
c02_B,02,B,67,0.08125,-0.00625,0.0875,-0.05625
c02_B,02,B,68,0.13125,0.075,0.05625,-0.025
c02_B,02,B,69,0.10625,0.05625,0.05,-0.03125
c02_B,02,B,70,0.14375,0.01875,0.125,-0.10625
c02_B,02,B,71,-0.0625,-0.03125,-0.03125,0.04375
c02_B,02,B,72,0.16875,0.11875,0.05,0.00625
c02_B,02,B,73,0.13125,0.08125,0.05,0.0375
c02_B,02,B,74,-0.00625,0.05,-0.05625,0.05
c02_B,02,B,75,0.1125,0.10625,0.00625,0.125
c02_B,02,B,76,0.0,0.0,0.0,0.0
c02_B,02,B,77,-0.01875,-0.0375,0.01875,-0.04375
c02_B,02,B,78,0.1125,0.1,0.0125,0.06875
c02_B,02,B,79,-0.00625,0.0,-0.00625,0.0125
c02_B,02,B,80,0.025,0.03125,-0.00625,0.05
c02_B,02,B,81,0.0,0.0,0.0,0.0
c02_B,02,B,82,0.26875,0.15625,0.1125,0.08125
c02_B,02,B,83,0.2625,0.05,0.2125,-0.025
c02_B,02,B,84,0.00625,-0.00625,0.0125,0.0
c02_B,02,B,85,0.11875,0.0375,0.08125,0.08125
c02_B,02,B,86,0.13125,0.025,0.10625,-0.01875
c02_B,02,B,87,0.2375,0.075,0.1625,-0.025
c02_B,02,B,88,0.19375,0.09375,0.1,-0.00625
c02_B,02,B,89,0.1375,0.05,0.0875,-0.025
c02_B,02,B,90,0.175,0.0625,0.1125,0.075
c02_B,02,B,91,0.0125,0.00625,0.00625,-0.025
c02_B,02,B,92,0.16875,0.1125,0.05625,0.01875
c02_B,02,B,93,0.05,0.05625,-0.00625,0.04375
c02_B,02,B,94,0.0,0.0,0.0,0.0
c02_B,02,B,95,0.03125,0.025,0.00625,0.04375
c02_B,02,B,96,-0.0125,-0.05,0.0375,-0.01875
c02_B,02,B,97,0.0,0.0,0.0,0.0
c02_B,02,B,98,0.43125,0.13125,0.3,-0.0125
c02_B,02,B,99,0.03125,0.0125,0.01875,-0.01875
c02_B,02,B,100,0.1,0.0125,0.0875,-0.00625
c02_B,02,B,101,0.16875,0.025,0.14375,0.0625
c02_B,02,B,102,0.14375,0.075,0.06875,0.05
c02_B,02,B,103,0.23125,0.03125,0.2,0.09375
c02_B,02,B,104,0.04375,0.01875,0.025,-0.025
c02_B,02,B,105,0.15625,0.10625,0.05,0.08125
c02_B,02,B,106,0.2875,0.09375,0.19375,-0.01875
c02_B,02,B,107,0.03125,-0.0375,0.06875,-0.05625
c02_B,02,B,108,0.1375,0.10625,0.03125,0.075
c02_B,02,B,109,0.1875,0.0875,0.1,0.01875
c02_B,02,B,110,-0.00625,0.04375,-0.05,0.0
c02_B,02,B,111,0.30625,0.09375,0.2125,0.00625
c02_B,02,B,112,0.2625,0.04375,0.21875,0.03125
c02_B,02,B,113,0.2625,0.1,0.1625,0.03125
c02_B,02,B,114,0.09375,0.05,0.04375,-0.00625
c02_B,02,B,115,0.1625,0.03125,0.13125,0.1375
c02_B,02,B,116,0.03125,-0.05625,0.0875,0.00625
c02_B,02,B,117,0.1625,-0.05625,0.21875,-0.08125
c02_B,02,B,118,0.05625,0.0625,-0.00625,0.00625
c02_B,02,B,119,0.18125,0.08125,0.1,-0.025
c02_B,02,B,120,0.00625,0.00625,0.0,-0.00625
c02_B,02,B,121,0.1375,0.1125,0.025,0.0
c02_B,02,B,122,0.125,0.11875,0.00625,0.125
c02_B,02,B,123,0.0,-0.0125,0.0125,0.01875
c02_B,02,B,124,-0.04375,0.0375,-0.08125,0.04375
c02_B,02,B,125,0.0125,0.01875,-0.00625,0.0125
c02_B,02,B,126,0.1625,0.05,0.1125,0.03125
c02_B,02,B,127,0.0,0.0,0.0,0.0
c02_B,02,B,128,0.3,0.1375,0.1625,-0.025
c02_B,02,B,129,0.01875,0.01875,0.0,0.0
c02_B,02,B,130,0.23125,0.1375,0.09375,-0.00625
c02_B,02,B,131,0.08125,0.03125,0.05,0.0
c02_B,02,B,132,0.25,0.075,0.175,0.08125
c02_B,02,B,133,0.125,0.03125,0.09375,-0.05
c02_B,02,B,134,0.1,-0.0125,0.1125,0.025
c02_B,02,B,135,0.28125,0.125,0.15625,0.01875
c02_B,02,B,136,0.13125,0.025,0.10625,-0.03125
c02_B,02,B,137,0.0875,-0.0625,0.15,-0.00625
c02_B,02,B,138,0.28125,0.11875,0.1625,0.04375
c02_B,02,B,139,0.2125,0.00625,0.20625,-0.0125
c02_B,02,B,140,0.175,0.11875,0.05625,0.05625
c02_B,02,B,141,0.0,0.0,0.0,0.0
c02_B,02,B,142,0.13125,0.05,0.08125,0.09375
c02_B,02,B,143,0.0,0.0,0.0,0.0
c02_B,02,B,144,0.2625,0.06875,0.19375,0.0
c02_B,02,B,145,0.225,0.1,0.125,-0.0125
c02_B,02,B,146,0.0375,0.0625,-0.025,0.01875
c02_B,02,B,147,0.1625,0.0625,0.1,0.06875
c02_B,02,B,148,0.13125,0.0,0.13125,-0.075
c02_B,02,B,149,0.14375,0.0625,0.08125,0.0
c02_B,02,B,150,0.18125,0.075,0.10625,0.0125
c02_B,02,B,151,0.13125,0.0125,0.11875,0.05625
c02_B,02,B,152,0.1125,0.0625,0.05,0.0125
c02_B,02,B,153,0.26875,0.15625,0.1125,-0.00625
c02_B,02,B,154,0.0,0.0,0.0,0.0
c02_B,02,B,155,0.1,0.05625,0.04375,0.08125
c02_B,02,B,156,0.13125,0.05625,0.075,0.0
c02_B,02,B,157,0.09375,0.06875,0.025,-0.05
c02_B,02,B,158,0.0,0.0,0.0,0.0
c02_B,02,B,159,0.225,0.05625,0.16875,0.05
c02_B,02,B,160,-0.03125,0.01875,-0.05,0.0875
c02_B,02,B,161,0.0625,0.075,-0.0125,-0.03125
c02_B,02,B,162,0.0375,-0.01875,0.05625,-0.03125
c02_B,02,B,163,-0.00625,0.0,-0.00625,0.025
c02_B,02,B,164,0.0,0.0,0.0,0.0
c02_B,02,B,165,0.175,-0.03125,0.20625,-0.0375
c02_B,02,B,166,0.0125,-0.0125,0.025,-0.00625
c02_B,02,B,167,0.0,0.0,0.0,0.0
c02_B,02,B,168,0.05625,-0.01875,0.075,0.0
c02_B,02,B,169,-0.01875,-0.05,0.03125,-0.01875
c02_B,02,B,170,0.1625,0.13125,0.03125,0.0875
c02_B,02,B,171,0.25,0.1125,0.1375,0.11875
c02_B,02,B,172,0.0,0.0,0.0,0.0
c02_B,02,B,173,0.13125,0.0375,0.09375,0.04375
c02_B,02,B,174,0.18125,0.0125,0.16875,-0.04375
c02_B,02,B,175,0.025,0.03125,-0.00625,0.0
c02_B,02,B,176,0.08125,-0.05625,0.1375,-0.00625
c02_B,02,B,177,0.00625,0.0,0.00625,-0.01875
c02_B,02,B,178,0.2875,0.10625,0.18125,0.03125
c02_B,02,B,179,0.0,0.0,0.0,0.0
c02_B,02,B,180,0.16875,-0.025,0.19375,-0.00625
c02_B,02,B,181,0.075,0.0,0.075,-0.04375
c02_B,02,B,182,0.0,-0.00625,0.00625,-0.025
c02_B,02,B,183,0.2125,0.04375,0.16875,-0.025
c02_B,02,B,184,0.1875,0.0625,0.125,-0.01875
c02_B,02,B,185,0.125,0.05625,0.06875,0.04375
c02_B,02,B,186,0.1375,0.0375,0.1,-0.01875
c02_B,02,B,187,0.1625,0.075,0.0875,0.01875
c02_B,02,B,188,0.0,0.0,0.0,0.0
c02_B,02,B,189,0.0375,0.06875,-0.03125,0.01875
c02_B,02,B,190,0.0,0.0,0.0,0.0
c02_B,02,B,191,0.0,0.0,0.0,0.0
c02_B,02,B,192,0.1875,0.13125,0.05625,-0.0125
c02_B,02,B,193,0.2,0.10625,0.09375,0.0125
c02_B,02,B,194,0.25625,0.04375,0.2125,0.03125
c02_B,02,B,195,0.0,0.0,0.0,0.0
c02_B,02,B,196,0.08125,0.10625,-0.025,0.03125
c02_B,02,B,197,0.0,0.0,0.0,0.0
c02_B,02,B,198,0.0625,0.025,0.0375,0.0125
c02_B,02,B,199,0.23125,0.0125,0.21875,-0.05625
c03_A,03,A,0,0.11875,0.01875,0.1,0.1125
c03_A,03,A,1,0.2125,0.0,0.2125,-0.0875
c03_A,03,A,2,0.1625,0.03125,0.13125,-0.06875
c03_A,03,A,3,0.125,-0.0125,0.1375,-0.08125
c03_A,03,A,4,0.3,0.08125,0.21875,0.00625
c03_A,03,A,5,0.13125,0.0375,0.09375,0.025
c03_A,03,A,6,0.125,0.08125,0.04375,0.0375
c03_A,03,A,7,0.09375,-0.05,0.14375,-0.025
c03_A,03,A,8,0.0125,0.0375,-0.025,-0.03125
c03_A,03,A,9,0.16875,0.18125,-0.0125,0.06875
c03_A,03,A,10,0.2,0.075,0.125,0.04375
c03_A,03,A,11,-0.05625,0.00625,-0.0625,-0.00625
c03_A,03,A,12,0.0625,0.0875,-0.025,0.075
c03_A,03,A,13,0.05625,0.03125,0.025,0.03125
c03_A,03,A,14,-0.00625,0.0,-0.00625,0.00625
c03_A,03,A,15,0.13125,-0.01875,0.15,-0.03125
c03_A,03,A,16,0.11875,0.04375,0.075,-0.025
c03_A,03,A,17,0.1,-0.01875,0.11875,0.00625
c03_A,03,A,18,0.3375,0.15,0.1875,0.0
c03_A,03,A,19,0.2375,0.05,0.1875,0.03125
c03_A,03,A,20,-0.01875,-0.05,0.03125,-0.01875
c03_A,03,A,21,0.26875,0.16875,0.1,0.09375
c03_A,03,A,22,0.0,0.0,0.0,0.0
c03_A,03,A,23,0.15,0.10625,0.04375,0.1
c03_A,03,A,24,0.21875,0.06875,0.15,0.00625
c03_A,03,A,25,0.06875,0.025,0.04375,0.025
c03_A,03,A,26,0.0625,0.05625,0.00625,-0.0625
c03_A,03,A,27,0.14375,0.1375,0.00625,0.01875
c03_A,03,A,28,-0.0375,-0.05625,0.01875,-0.06875
c03_A,03,A,29,0.09375,0.01875,0.075,0.01875
c03_A,03,A,30,0.05,-0.0125,0.0625,0.025
c03_A,03,A,31,0.125,0.05625,0.06875,0.09375
c03_A,03,A,32,0.26875,0.18125,0.0875,0.06875
c03_A,03,A,33,0.125,0.06875,0.05625,-0.05625
c03_A,03,A,34,0.0625,0.0,0.0625,-0.0125
c03_A,03,A,35,0.1375,0.03125,0.10625,0.01875
c03_A,03,A,36,0.21875,0.18125,0.0375,0.05625
c03_A,03,A,37,0.075,0.08125,-0.00625,0.08125
c03_A,03,A,38,0.0,0.0,0.0,0.0
c03_A,03,A,39,0.0375,-0.0875,0.125,-0.0375
c03_A,03,A,40,0.16875,0.0875,0.08125,0.025
c03_A,03,A,41,0.175,0.0625,0.1125,0.0375
c03_A,03,A,42,0.125,-0.0125,0.1375,-0.00625
c03_A,03,A,43,0.1,0.025,0.075,-0.01875
c03_A,03,A,44,0.1125,0.00625,0.10625,-0.04375
c03_A,03,A,45,0.1,-0.01875,0.11875,0.05
c03_A,03,A,46,0.08125,0.06875,0.0125,0.00625
c03_A,03,A,47,0.04375,-0.00625,0.05,-0.03125
c03_A,03,A,48,0.05625,-0.00625,0.0625,0.04375
c03_A,03,A,49,0.06875,0.03125,0.0375,-0.01875
c03_A,03,A,50,-0.01875,0.0,-0.01875,0.0
c03_A,03,A,51,0.25625,0.0625,0.19375,0.0
c03_A,03,A,52,0.125,0.075,0.05,0.06875
c03_A,03,A,53,0.1875,0.03125,0.15625,-0.0625
c03_A,03,A,54,0.13125,0.09375,0.0375,0.0125
